claim_id,product_id,product_category,product_name,serial_number,purchase_date,purchase_price,warranty_start_date,warranty_duration_days,warranty_expiry_date,fault_occurrence_date,fault_type,fault_description,damage_type,claim_submission_date,product_age_days,has_receipt,has_warranty_card,has_product_image,serial_number_match,repair_count,repair_authorized,previous_replacement,is_duplicate_claim,class_label
CLM-01302,PRD-01302,Appliances,Refrigerator,SN-67610A6015,2023-11-16,1481.72,2023-11-16,1095,2026-11-15,2025-11-11,Compressor Fault,Makes strange noise occasionally,Structural Damage,2025-11-16,731,True,True,True,True,1,True,False,False,ManualReview
CLM-00264,PRD-00264,Electronics,Television,SN-44453ED71E,2024-06-15,122.58,2024-06-15,730,2026-06-15,2025-02-05,Software Fault,Software Fault reported by customer during normal use.,Electrical Fault,2025-02-08,238,True,True,True,True,1,True,False,False,Valid
CLM-01334,PRD-01334,Furniture,Bookshelf,SN-B805CDD5C3,2023-12-24,2179.94,2023-12-24,1095,2026-12-23,2024-04-22,Material Defect,"Stopped working, not sure why",Cosmetic Damage,2024-04-23,121,True,True,True,True,1,True,False,False,ManualReview
CLM-01443,PRD-01443,Electronics,Smartphone,SN-0AD979018E,2024-10-18,2021.36,2024-10-18,365,2025-10-18,2025-10-09,Charging Port Issue,Charging Port Issue reported by customer.,Wear and Tear,2025-10-11,358,True,True,True,True,0,True,False,True,ManualReview
CLM-00444,PRD-00444,Electronics,Television,SN-DB925D5F30,2023-10-27,1675.17,2023-10-27,365,2024-10-26,2024-02-15,Charging Port Issue,Charging Port Issue reported by customer during normal use.,Accidental Damage,2024-02-20,116,True,True,True,True,1,True,False,False,Valid
CLM-01003,PRD-01003,Electronics,Television,SN-6482BB152A,2023-08-15,2052.87,2023-08-15,365,2024-08-14,2024-03-23,Screen Malfunction,Screen Malfunction reported by customer.,Manufacturing Defect,2024-03-25,223,True,True,True,True,2,False,False,False,ManualReview
CLM-01078,PRD-01078,Furniture,Office Chair,SN-EEE63DD7FB,2026-06-26,2176.64,2026-06-26,365,2027-06-26,2026-12-02,Structural Frame Defect,Structural Frame Defect reported by customer.,Manufacturing Defect,2026-12-03,160,True,False,True,True,1,True,False,False,ManualReview
CLM-00838,PRD-00838,Appliances,Air Conditioner,SN-BEE78B5468,2024-10-17,484.11,2024-10-17,1095,2027-10-17,2025-11-17,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Manufacturing Defect,2025-11-21,400,True,True,True,True,0,True,True,False,Invalid
CLM-01340,PRD-01340,Appliances,Microwave Oven,SN-0FC1007665,2026-06-15,892.92,2026-06-15,1095,2029-06-14,2028-04-10,Motor Failure,"Stopped working, not sure why",Accidental Damage,2028-04-14,669,True,True,True,True,0,True,False,False,ManualReview
CLM-00305,PRD-00305,Furniture,Bookshelf,SN-AFCEDAB80C,2025-10-19,2138.44,2025-10-19,365,2026-10-19,2025-11-15,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Cosmetic Damage,2025-11-16,28,True,True,True,True,1,True,False,False,Valid
CLM-01175,PRD-01175,Electronics,Tablet,SN-356979CE84,2026-03-08,1586.85,2026-03-08,365,2027-03-08,2026-07-01,Software Fault,Software Fault reported by customer.,Wear and Tear,2026-07-03,117,True,True,True,True,0,True,False,True,ManualReview
CLM-00314,PRD-00314,Appliances,Refrigerator,SN-C632A43151,2024-03-06,1629.32,2024-03-06,730,2026-03-06,2025-11-10,Drainage Issue,Drainage Issue reported by customer during normal use.,Structural Damage,2025-11-15,619,True,True,True,True,0,True,False,False,Valid
CLM-00150,PRD-00150,Electronics,Headphones,SN-574BE7D0F4,2026-03-02,791.91,2026-03-02,730,2028-03-01,2027-02-25,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Structural Damage,2027-03-02,365,True,True,True,True,1,True,False,False,Valid
CLM-00575,PRD-00575,Appliances,Dishwasher,SN-FDC87A8A09,2026-06-25,845.99,2026-06-25,1095,2029-06-24,2026-09-18,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Wear and Tear,2026-09-23,90,True,True,True,True,1,True,True,False,Invalid
CLM-00051,PRD-00051,Electronics,Smartphone,SN-3A957F9A88,2023-12-31,2460.64,2023-12-31,365,2024-12-30,2024-11-17,Software Fault,Software Fault reported by customer during normal use.,Electrical Fault,2024-11-22,327,True,True,True,True,0,True,False,False,Valid
CLM-01415,PRD-01415,Appliances,Microwave Oven,SN-3DBA138E88,2024-09-13,1274.25,2024-09-13,1095,2027-09-13,2025-12-24,Compressor Fault,Compressor Fault reported by customer.,Accidental Damage,2025-12-29,472,True,True,True,True,1,True,False,True,ManualReview
CLM-00727,PRD-00727,Appliances,Air Conditioner,SN-D300269FC7,2024-05-17,1803.52,2024-05-17,730,2026-05-17,2026-04-18,Drainage Issue,Drainage Issue reported by customer.,Manufacturing Defect,2026-04-23,706,True,True,True,True,1,True,True,False,Invalid
CLM-00834,PRD-00834,Electronics,Headphones,SN-D79FE81FE7,2023-05-30,1826.43,2023-05-30,365,2024-05-29,2024-02-14,Unauthorized Modification,Unauthorized Modification - not covered under warranty terms.,Electrical Fault,2024-02-17,263,True,True,True,True,1,True,False,False,Invalid
CLM-01116,PRD-01116,Appliances,Microwave Oven,SN-1F7988B66F,2025-12-04,1257.76,2025-12-04,730,2027-12-04,2027-03-25,Motor Failure,Performance seems inconsistent,Electrical Fault,2027-03-29,480,True,True,True,True,1,True,False,False,ManualReview
CLM-00471,PRD-00471,Electronics,Headphones,SN-A3B16B6BD1,2023-12-01,238.87,2023-12-01,365,2024-11-30,2024-03-08,Battery Failure,Battery Failure reported by customer during normal use.,Wear and Tear,2024-03-10,100,True,True,True,True,1,True,False,False,Valid
CLM-00972,PRD-00972,Electronics,Television,SN-3DACE39973,2025-08-25,2134.4,2025-08-25,365,2026-08-25,2026-01-24,Software Fault,Software Fault reported by customer.,Accidental Damage,2026-01-27,155,True,True,True,False,0,True,False,False,Invalid
CLM-00654,PRD-00654,Electronics,Laptop,SN-D0D01D782B,2026-04-17,96.7,2026-04-17,730,2028-04-16,2026-10-14,Water Damage,Water Damage - not covered under warranty terms.,Wear and Tear,2026-10-15,181,True,True,True,True,0,True,False,False,Invalid
CLM-00400,PRD-00400,Furniture,Dining Table,SN-87849C63D1,2022-09-14,2235.42,2022-09-14,1095,2025-09-13,2024-02-08,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Manufacturing Defect,2024-02-10,514,True,True,True,True,0,True,False,False,Valid
CLM-00512,PRD-00512,Furniture,Office Chair,SN-39B4F72756,2026-03-01,1550.16,2026-03-01,1095,2029-02-28,2029-05-25,Upholstery Tear,Upholstery Tear reported by customer.,Manufacturing Defect,2029-05-27,1183,True,True,True,True,1,True,False,False,Invalid
CLM-00321,PRD-00321,Electronics,Smartphone,SN-F1AD4F645F,2023-04-11,1160.76,2023-04-11,730,2025-04-10,2023-08-15,Battery Failure,Battery Failure reported by customer during normal use.,Accidental Damage,2023-08-16,127,True,True,True,True,0,True,False,False,Valid
CLM-00020,PRD-00020,Electronics,Smartphone,SN-A762F3ED4D,2026-08-05,1596.2,2026-08-05,365,2027-08-05,2027-01-25,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Manufacturing Defect,2027-01-26,174,True,True,True,True,0,True,False,False,Valid
CLM-00685,PRD-00685,Appliances,Refrigerator,SN-AF92205655,2024-09-16,2428.27,2024-09-16,1095,2027-09-16,2027-04-10,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Wear and Tear,2027-04-12,938,True,True,True,False,0,True,False,False,Invalid
CLM-00036,PRD-00036,Electronics,Headphones,SN-19ECF262BA,2022-11-15,58.69,2022-11-15,730,2024-11-14,2023-04-30,Charging Port Issue,Charging Port Issue reported by customer during normal use.,Cosmetic Damage,2023-05-04,170,True,True,True,True,0,True,False,False,Valid
CLM-00903,PRD-00903,Furniture,Bookshelf,SN-4616C3C595,2024-10-08,1302.01,2024-10-08,1095,2027-10-08,2027-10-09,Upholstery Tear,Upholstery Tear reported by customer.,Structural Damage,2027-10-14,1101,True,True,True,True,0,True,False,False,Invalid
CLM-00828,PRD-00828,Appliances,Microwave Oven,SN-2A59AFAEE1,2024-09-24,2356.86,2024-09-24,1095,2027-09-24,2026-01-22,Improper Installation Damage,Improper Installation Damage - not covered under warranty terms.,Manufacturing Defect,2026-01-26,489,True,True,True,True,0,True,False,False,Invalid
CLM-01345,PRD-01345,Furniture,Sofa,SN-3499701596,2023-02-24,271.83,2023-02-24,365,2024-02-24,2023-11-25,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Accidental Damage,2023-11-28,277,True,True,True,True,2,False,False,False,ManualReview
CLM-00408,PRD-00408,Electronics,Television,SN-0C7986E2C2,2023-03-22,1269.46,2023-03-22,365,2024-03-21,2023-07-05,Overheating,Overheating reported by customer during normal use.,Accidental Damage,2023-07-08,108,True,True,True,True,0,True,False,False,Valid
CLM-00921,PRD-00921,Appliances,Refrigerator,SN-B35439A1C9,2023-10-20,2328.54,2023-10-20,1095,2026-10-19,2024-09-29,Motor Failure,Motor Failure reported by customer.,Cosmetic Damage,2024-10-03,349,True,True,True,False,1,True,False,False,Invalid
CLM-00538,PRD-00538,Appliances,Dishwasher,SN-E5A217C9DC,2024-06-03,1816.46,2024-06-03,730,2026-06-03,2024-11-07,Drainage Issue,Drainage Issue reported by customer.,Wear and Tear,2024-11-12,162,True,True,True,True,1,True,True,False,Invalid
CLM-00759,PRD-00759,Electronics,Headphones,SN-2EFC3D1240,2025-12-27,578.14,2025-12-27,365,2026-12-27,2026-03-30,Physical Impact Damage,Physical Impact Damage - not covered under warranty terms.,Cosmetic Damage,2026-04-03,97,True,True,True,True,1,True,False,False,Invalid
CLM-01063,PRD-01063,Electronics,Laptop,SN-921EA13338,2023-04-23,522.47,2023-04-23,730,2025-04-22,2024-10-01,Overheating,Overheating reported by customer.,Structural Damage,2024-10-03,529,False,True,True,True,0,True,False,False,ManualReview
CLM-00246,PRD-00246,Furniture,Sofa,SN-BB73A47CFB,2023-09-06,2021.39,2023-09-06,365,2024-09-05,2024-02-25,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Electrical Fault,2024-02-28,175,True,True,True,True,0,True,False,False,Valid
CLM-01128,PRD-01128,Appliances,Air Conditioner,SN-A473F79191,2023-01-09,1444.42,2023-01-09,1095,2026-01-08,2026-01-03,Motor Failure,Motor Failure reported by customer.,Structural Damage,2026-01-04,1091,True,True,True,True,0,True,False,False,ManualReview
CLM-00785,PRD-00785,Furniture,Bookshelf,SN-C56B5276FC,2026-07-01,1700.82,2026-07-01,1095,2029-06-30,2029-08-03,Upholstery Tear,Upholstery Tear reported by customer.,Accidental Damage,2029-08-04,1130,True,True,True,True,1,True,False,False,Invalid
CLM-00490,PRD-00490,Electronics,Laptop,SN-5E7BC00FA0,2025-02-01,76.24,2025-02-01,730,2027-02-01,2026-10-07,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Wear and Tear,2026-10-12,618,True,True,True,True,1,True,False,False,Valid
CLM-00155,PRD-00155,Appliances,Microwave Oven,SN-95EB73DDB4,2026-03-01,1635.9,2026-03-01,730,2028-02-29,2027-09-24,Motor Failure,Motor Failure reported by customer during normal use.,Accidental Damage,2027-09-28,576,True,True,True,True,0,True,False,False,Valid
CLM-00962,PRD-00962,Appliances,Refrigerator,SN-199D14EFE3,2024-02-28,74.17,2024-02-28,730,2026-02-27,2024-07-06,Motor Failure,Motor Failure reported by customer.,Wear and Tear,2024-07-08,131,True,True,True,True,1,True,True,False,Invalid
CLM-00854,PRD-00854,Electronics,Television,SN-DAE971D6A8,2025-07-02,2401.37,2025-07-02,730,2027-07-02,2026-10-27,Water Damage,Water Damage - not covered under warranty terms.,Accidental Damage,2026-10-30,485,True,True,True,True,1,True,False,False,Invalid
CLM-00626,PRD-00626,Furniture,Bookshelf,SN-57FF15E36F,2024-12-05,2320.08,2024-12-05,1095,2027-12-05,2028-05-31,Material Defect,Material Defect reported by customer.,Manufacturing Defect,2028-06-03,1276,True,True,True,True,1,True,False,False,Invalid
CLM-00686,PRD-00686,Furniture,Dining Table,SN-397B45635E,2023-08-25,2434.35,2023-08-25,1095,2026-08-24,2023-11-19,Accidental Damage,Accidental Damage - not covered under warranty terms.,Wear and Tear,2023-11-22,89,True,True,True,True,0,True,False,False,Invalid
CLM-00570,PRD-00570,Appliances,Washing Machine,SN-CD1EC228E7,2023-08-29,828.11,2023-08-29,730,2025-08-28,2025-12-08,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Cosmetic Damage,2025-12-12,836,True,True,True,True,0,True,False,False,Invalid
CLM-01427,PRD-01427,Electronics,Smartphone,SN-EB22942015,2024-08-15,2070.85,2024-08-15,730,2026-08-15,2025-07-09,Charging Port Issue,Charging Port Issue reported by customer.,Structural Damage,2025-07-13,332,True,True,True,True,2,False,False,False,ManualReview
CLM-00018,PRD-00018,Appliances,Dishwasher,SN-B28E76AFFA,2023-10-24,2325.84,2023-10-24,1095,2026-10-23,2026-01-20,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Cosmetic Damage,2026-01-23,822,True,True,True,True,0,True,False,False,Valid
CLM-00128,PRD-00128,Electronics,Smartphone,SN-038249C9BF,2026-01-13,413.42,2026-01-13,730,2028-01-13,2027-10-23,Overheating,Overheating reported by customer during normal use.,Accidental Damage,2027-10-28,653,True,True,True,True,0,True,False,False,Valid
CLM-00928,PRD-00928,Appliances,Refrigerator,SN-0055ADD8BE,2026-05-10,1026.25,2026-05-10,1095,2029-05-09,2026-05-17,Motor Failure,Motor Failure reported by customer.,Accidental Damage,2026-05-21,11,True,True,True,False,0,True,False,False,Invalid
CLM-00981,PRD-00981,Furniture,Dining Table,SN-9CE3D9E557,2026-06-06,2083.1,2026-06-06,365,2027-06-06,2027-10-04,Material Defect,Material Defect reported by customer.,Structural Damage,2027-10-07,488,True,True,True,True,1,True,False,False,Invalid
CLM-01470,PRD-01470,Electronics,Laptop,SN-4147FE92B7,2023-09-28,1231.26,2023-09-28,365,2024-09-27,2024-04-11,Battery Failure,"Stopped working, not sure why",Manufacturing Defect,2024-04-12,197,True,True,True,True,0,True,False,False,ManualReview
CLM-00191,PRD-00191,Furniture,Bookshelf,SN-485470489B,2023-05-08,1109.91,2023-05-08,365,2024-05-07,2023-10-13,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Manufacturing Defect,2023-10-15,160,True,True,True,True,0,True,False,False,Valid
CLM-01140,PRD-01140,Appliances,Refrigerator,SN-E6CDE236E9,2024-05-31,1759.54,2024-05-31,1095,2027-05-31,2027-05-24,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Manufacturing Defect,2027-05-25,1089,True,True,True,True,0,True,False,False,ManualReview
CLM-00993,PRD-00993,Appliances,Washing Machine,SN-C7EAF73B0B,2024-12-22,1333.22,2024-12-22,1095,2027-12-22,2026-08-11,Compressor Fault,Compressor Fault reported by customer.,Wear and Tear,2026-08-12,598,True,True,True,False,0,True,False,False,Invalid
CLM-01464,PRD-01464,Electronics,Headphones,SN-8D1CB6DAFB,2025-06-05,833.1,2025-06-05,365,2026-06-05,2026-03-11,Software Fault,Performance seems inconsistent,Accidental Damage,2026-03-12,280,True,True,True,True,0,True,False,False,ManualReview
CLM-01252,PRD-01252,Electronics,Tablet,SN-BCDB585F7A,2026-08-14,1542.82,2026-08-14,730,2028-08-13,2027-07-16,Overheating,Performance seems inconsistent,Structural Damage,2027-07-21,341,True,True,True,True,1,True,False,False,ManualReview
CLM-00607,PRD-00607,Electronics,Laptop,SN-3FA28A4348,2024-05-15,1552.49,2024-05-15,365,2025-05-15,2024-07-24,Screen Malfunction,Screen Malfunction reported by customer.,Structural Damage,2024-07-25,71,True,True,True,True,1,True,True,False,Invalid
CLM-00181,PRD-00181,Electronics,Headphones,SN-A4F125FB03,2025-07-02,2012.69,2025-07-02,730,2027-07-02,2027-03-17,Battery Failure,Battery Failure reported by customer during normal use.,Manufacturing Defect,2027-03-21,627,True,True,True,True,0,True,False,False,Valid
CLM-00302,PRD-00302,Appliances,Air Conditioner,SN-BA88540ED2,2026-03-06,1996.77,2026-03-06,730,2028-03-05,2026-12-17,Drainage Issue,Drainage Issue reported by customer during normal use.,Electrical Fault,2026-12-20,289,True,True,True,True,0,True,False,False,Valid
CLM-00497,PRD-00497,Appliances,Refrigerator,SN-86C9B7757F,2024-05-24,1060.44,2024-05-24,730,2026-05-24,2024-06-04,Drainage Issue,Drainage Issue reported by customer during normal use.,Structural Damage,2024-06-07,14,True,True,True,True,1,True,False,False,Valid
CLM-01315,PRD-01315,Appliances,Washing Machine,SN-AB925AF170,2025-04-17,1187.86,2025-04-17,730,2027-04-17,2026-12-29,Compressor Fault,"Stopped working, not sure why",Structural Damage,2026-12-30,622,True,True,True,True,1,True,False,False,ManualReview
CLM-01256,PRD-01256,Furniture,Bed Frame,SN-C571D70797,2022-10-03,1890.9,2022-10-03,1095,2025-10-02,2024-11-09,Upholstery Tear,Makes strange noise occasionally,Structural Damage,2024-11-14,773,True,True,True,True,1,True,False,False,ManualReview
CLM-01238,PRD-01238,Appliances,Microwave Oven,SN-1F89D7264E,2026-05-30,2062.12,2026-05-30,1095,2029-05-29,2027-04-30,Compressor Fault,"Minor issue, hard to describe",Accidental Damage,2027-05-04,339,True,True,True,True,0,True,False,False,ManualReview
CLM-00518,PRD-00518,Appliances,Dishwasher,SN-AB7C5ECD03,2025-09-13,1139.87,2025-09-13,1095,2028-09-12,2028-02-20,Drainage Issue,Drainage Issue reported by customer.,Structural Damage,2028-02-25,895,True,True,True,True,0,True,True,False,Invalid
CLM-01070,PRD-01070,Furniture,Sofa,SN-0CFDF9B18C,2023-10-28,1190.17,2023-10-28,1095,2026-10-27,2025-12-27,Structural Frame Defect,Structural Frame Defect reported by customer.,Wear and Tear,2025-12-30,794,True,True,True,True,1,True,False,True,ManualReview
CLM-00477,PRD-00477,Appliances,Refrigerator,SN-53EBE36CA0,2025-03-02,1511.51,2025-03-02,1095,2028-03-01,2027-05-03,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Wear and Tear,2027-05-05,794,True,True,True,True,0,True,False,False,Valid
CLM-00158,PRD-00158,Furniture,Office Chair,SN-3A7B781568,2024-08-28,806.72,2024-08-28,365,2025-08-28,2024-12-07,Material Defect,Material Defect reported by customer during normal use.,Accidental Damage,2024-12-09,103,True,True,True,True,0,True,False,False,Valid
CLM-01196,PRD-01196,Appliances,Refrigerator,SN-F31EFA427F,2025-09-07,1274.55,2025-09-07,1095,2028-09-06,2028-07-26,Thermostat Malfunction,Not working properly sometimes,Accidental Damage,2028-07-31,1058,True,True,True,True,0,True,False,False,ManualReview
CLM-00017,PRD-00017,Electronics,Smartphone,SN-134D02B014,2023-01-05,2446.06,2023-01-05,730,2025-01-04,2024-07-23,Software Fault,Software Fault reported by customer during normal use.,Wear and Tear,2024-07-25,567,True,True,True,True,0,True,False,False,Valid
CLM-01073,PRD-01073,Appliances,Dishwasher,SN-ED6F2350EC,2023-12-14,1462.21,2023-12-14,1095,2026-12-13,2026-07-18,Motor Failure,Motor Failure reported by customer.,Manufacturing Defect,2026-07-21,950,True,True,True,True,1,True,False,True,ManualReview
CLM-00547,PRD-00547,Electronics,Tablet,SN-DACB7E95CD,2024-09-23,1925.99,2024-09-23,365,2025-09-23,2025-04-18,Software Fault,Software Fault reported by customer.,Accidental Damage,2025-04-19,208,True,True,True,True,1,True,True,False,Invalid
CLM-00659,PRD-00659,Electronics,Headphones,SN-A0EA888731,2022-08-30,67.7,2022-08-30,365,2023-08-30,2023-05-03,Software Fault,Software Fault reported by customer.,Cosmetic Damage,2023-05-05,248,True,True,True,False,0,True,False,False,Invalid
CLM-01227,PRD-01227,Appliances,Microwave Oven,SN-25FC7051BA,2026-04-04,2262.3,2026-04-04,1095,2029-04-03,2029-03-28,Compressor Fault,Compressor Fault reported by customer.,Accidental Damage,2029-03-29,1090,True,True,True,True,0,True,False,False,ManualReview
CLM-01020,PRD-01020,Electronics,Smartphone,SN-0C1438B18F,2023-06-19,1925.27,2023-06-19,730,2025-06-18,2025-06-05,Overheating,Overheating reported by customer.,Cosmetic Damage,2025-06-08,720,True,True,True,True,2,False,False,False,ManualReview
CLM-01319,PRD-01319,Appliances,Refrigerator,SN-D336AAC2CF,2024-12-28,968.19,2024-12-28,1095,2027-12-28,2025-04-08,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Structural Damage,2025-04-10,103,False,True,True,True,0,True,False,False,ManualReview
CLM-00960,PRD-00960,Furniture,Bookshelf,SN-5DFD6EE2C6,2024-12-23,2062.84,2024-12-23,365,2025-12-23,2025-10-31,Structural Frame Defect,Structural Frame Defect reported by customer.,Electrical Fault,2025-11-02,314,True,True,True,True,1,True,True,False,Invalid
CLM-01410,PRD-01410,Appliances,Refrigerator,SN-6A8C91DEE4,2023-01-26,480.83,2023-01-26,730,2025-01-25,2024-09-09,Drainage Issue,Drainage Issue reported by customer.,Accidental Damage,2024-09-11,594,True,True,True,True,3,False,False,False,ManualReview
CLM-00284,PRD-00284,Furniture,Sofa,SN-33132AE5D7,2023-12-29,1314.19,2023-12-29,365,2024-12-28,2024-08-24,Material Defect,Material Defect reported by customer during normal use.,Accidental Damage,2024-08-26,241,True,True,True,True,0,True,False,False,Valid
CLM-00798,PRD-00798,Appliances,Refrigerator,SN-2ACCA222EC,2026-08-02,173.53,2026-08-02,730,2028-08-01,2028-12-31,Motor Failure,Motor Failure reported by customer.,Electrical Fault,2029-01-05,887,True,True,True,True,1,True,False,False,Invalid
CLM-00226,PRD-00226,Appliances,Microwave Oven,SN-40E4D7CBC5,2024-04-26,1477.03,2024-04-26,1095,2027-04-26,2025-08-26,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Accidental Damage,2025-08-27,488,True,True,True,True,0,True,False,False,Valid
CLM-00027,PRD-00027,Furniture,Bookshelf,SN-244A8FB1AC,2023-06-30,515.25,2023-06-30,1095,2026-06-29,2025-04-06,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Manufacturing Defect,2025-04-07,647,True,True,True,True,0,True,False,False,Valid
CLM-00438,PRD-00438,Appliances,Air Conditioner,SN-B8F3B491EE,2026-06-20,816.0,2026-06-20,1095,2029-06-19,2027-08-09,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Manufacturing Defect,2027-08-14,420,True,True,True,True,0,True,False,False,Valid
CLM-01458,PRD-01458,Appliances,Washing Machine,SN-8D24295997,2025-07-16,304.35,2025-07-16,730,2027-07-16,2026-03-07,Compressor Fault,Compressor Fault reported by customer.,Accidental Damage,2026-03-10,237,True,True,True,True,0,True,False,True,ManualReview
CLM-00230,PRD-00230,Electronics,Tablet,SN-FEAD507CC2,2022-12-21,2080.5,2022-12-21,365,2023-12-21,2023-03-10,Overheating,Overheating reported by customer during normal use.,Structural Damage,2023-03-12,81,True,True,True,True,0,True,False,False,Valid
CLM-00038,PRD-00038,Furniture,Dining Table,SN-C7C8E8E608,2023-05-05,152.48,2023-05-05,1095,2026-05-04,2024-07-11,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Manufacturing Defect,2024-07-13,435,True,True,True,True,1,True,False,False,Valid
CLM-00750,PRD-00750,Electronics,Headphones,SN-2EEFEF71A1,2024-04-24,271.11,2024-04-24,730,2026-04-24,2025-07-19,Water Damage,Water Damage - not covered under warranty terms.,Accidental Damage,2025-07-22,454,True,True,True,True,0,True,False,False,Invalid
CLM-01046,PRD-01046,Furniture,Dining Table,SN-3E3BB69D04,2026-07-13,1387.91,2026-07-13,1095,2029-07-12,2028-06-27,Upholstery Tear,Makes strange noise occasionally,Structural Damage,2028-06-29,717,True,True,True,True,0,True,False,False,ManualReview
CLM-00470,PRD-00470,Appliances,Refrigerator,SN-45A6988A69,2024-08-08,2052.23,2024-08-08,1095,2027-08-08,2024-08-21,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Electrical Fault,2024-08-26,18,True,True,True,True,1,True,False,False,Valid
CLM-01279,PRD-01279,Appliances,Washing Machine,SN-0BA20CB9A9,2023-11-26,647.65,2023-11-26,730,2025-11-25,2024-01-19,Drainage Issue,Drainage Issue reported by customer.,Electrical Fault,2024-01-22,57,True,True,False,True,1,True,False,False,ManualReview
CLM-01473,PRD-01473,Electronics,Headphones,SN-420D488D9E,2022-10-24,733.31,2022-10-24,730,2024-10-23,2023-07-22,Screen Malfunction,Screen Malfunction reported by customer.,Manufacturing Defect,2023-07-25,274,True,False,True,True,1,True,False,False,ManualReview
CLM-00688,PRD-00688,Appliances,Air Conditioner,SN-E371E1A79F,2025-08-13,788.82,2025-08-13,730,2027-08-13,2026-11-27,Compressor Fault,Compressor Fault reported by customer.,Electrical Fault,2026-11-30,474,True,True,True,True,0,True,True,False,Invalid
CLM-01379,PRD-01379,Furniture,Dining Table,SN-13D3F071E0,2026-09-09,828.91,2026-09-09,365,2027-09-09,2027-09-08,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Wear and Tear,2027-09-09,365,True,True,True,True,0,True,False,False,ManualReview
CLM-00640,PRD-00640,Electronics,Headphones,SN-A84B08CCC6,2023-11-09,1826.86,2023-11-09,730,2025-11-08,2026-04-15,Screen Malfunction,Screen Malfunction reported by customer.,Wear and Tear,2026-04-16,889,True,True,True,True,1,True,False,False,Invalid
CLM-01417,PRD-01417,Electronics,Headphones,SN-33E8A58FC5,2022-10-06,2189.74,2022-10-06,730,2024-10-05,2023-10-19,Software Fault,Software Fault reported by customer.,Electrical Fault,2023-10-20,379,True,True,True,True,2,False,False,False,ManualReview
CLM-01219,PRD-01219,Appliances,Dishwasher,SN-DFD8EC6C27,2023-04-15,886.56,2023-04-15,1095,2026-04-14,2023-12-13,Motor Failure,Makes strange noise occasionally,Structural Damage,2023-12-14,243,True,True,True,True,0,True,False,False,ManualReview
CLM-01159,PRD-01159,Furniture,Office Chair,SN-2AD260BF2D,2024-06-20,645.53,2024-06-20,365,2025-06-20,2024-08-21,Joint/Hinge Failure,Performance seems inconsistent,Wear and Tear,2024-08-23,64,True,True,True,True,1,True,False,False,ManualReview
CLM-01251,PRD-01251,Appliances,Refrigerator,SN-05060CAED5,2024-02-14,1182.98,2024-02-14,1095,2027-02-13,2024-03-24,Compressor Fault,Compressor Fault reported by customer.,Manufacturing Defect,2024-03-27,42,True,True,True,True,1,False,False,False,ManualReview
CLM-01440,PRD-01440,Electronics,Tablet,SN-A30C1F29B0,2025-06-24,2251.52,2025-06-24,730,2027-06-24,2026-12-29,Battery Failure,Battery Failure reported by customer.,Electrical Fault,2026-12-30,554,True,True,True,True,3,False,False,False,ManualReview
CLM-00801,PRD-00801,Electronics,Laptop,SN-0955518AC0,2024-07-16,752.56,2024-07-16,730,2026-07-16,2025-09-15,Charging Port Issue,Charging Port Issue reported by customer.,Manufacturing Defect,2025-09-18,429,True,True,True,False,0,True,False,False,Invalid
CLM-00161,PRD-00161,Appliances,Microwave Oven,SN-FCC558E816,2025-02-11,1545.96,2025-02-11,730,2027-02-11,2025-10-15,Drainage Issue,Drainage Issue reported by customer during normal use.,Wear and Tear,2025-10-18,249,True,True,True,True,1,True,False,False,Valid
CLM-00957,PRD-00957,Electronics,Laptop,SN-BAF725624D,2023-10-31,2395.69,2023-10-31,730,2025-10-30,2024-03-10,Charging Port Issue,Charging Port Issue reported by customer.,Structural Damage,2024-03-15,136,True,True,True,False,0,True,False,False,Invalid
CLM-01187,PRD-01187,Appliances,Air Conditioner,SN-078278D604,2023-07-04,743.57,2023-07-04,730,2025-07-03,2024-04-11,Motor Failure,Motor Failure reported by customer.,Wear and Tear,2024-04-12,283,True,True,True,True,2,False,False,False,ManualReview
